time,open,high,low,close,Volume,Volume MA
2020-12-24T16:00:00-08:00,612.25,633.97,604.26,626.75,158871.7675,184682.02697500034
2020-12-25T16:00:00-08:00,626.71,652.7,615.22,636.52,195895.69164,189394.17450300034
2020-12-26T16:00:00-08:00,636.85,714.99,625.01,684.12,436385.26856,207253.60793900033
2020-12-27T16:00:00-08:00,684.11,747,680.9,729.7,397946.54482,218456.49575650034
2020-12-28T16:00:00-08:00,729.65,739.66,688,731.76,295088.41635,220903.62404250033
2020-12-29T16:00:00-08:00,731.79,759,717,752.86,238441.23213,226959.67440100032
2020-12-30T16:00:00-08:00,752.87,755.9,724,737.67,217610.27512,229155.37442750036
2020-12-31T16:00:00-08:00,737.89,750,717.1,730.99,198060.45646,233977.48919350034
2021-01-01T16:00:00-08:00,730.97,789.21,715.22,775.3,368899.33383,247164.49344800034
2021-01-02T16:00:00-08:00,775.29,1015.14,770,980.44,858743.8336,284927.26859650033
2021-01-03T16:00:00-08:00,980.44,1168.99,886.33,1042.38,1103882.91706,335343.04441550036
2021-01-04T16:00:00-08:00,1042.24,1136.93,975,1103.73,858495.90248,365176.92439000035
2021-01-05T16:00:00-08:00,1103.71,1215.98,1058.32,1212.02,821084.9274,384718.51590750035
2021-01-06T16:00:00-08:00,1212.68,1291.94,1140,1227.34,661416.04736,408932.5166015004
2021-01-07T16:00:00-08:00,1227.55,1275,1063.18,1217.35,781425.79869,438663.02805250033
2021-01-08T16:00:00-08:00,1217.31,1310,1172.86,1281.45,434123.04072,452143.96257550037
2021-01-09T16:00:00-08:00,1281.25,1350.88,1153,1255.13,670103.60767,472292.33709450037
2021-01-10T16:00:00-08:00,1255.1,1260.24,905,1088.79,1556217.092,539736.5131120004
2021-01-11T16:00:00-08:00,1088.55,1150,1006.83,1049.79,656376.71783,556147.9750155003
2021-01-12T16:00:00-08:00,1050.46,1137.75,980,1130.8,504920.58881,570699.4730015004
2021-01-13T16:00:00-08:00,1130.79,1246.99,1087.05,1231.32,438467.30408,584679.2498305005
2021-01-14T16:00:00-08:00,1231.59,1255.59,1065,1168.1,578841.89748,603826.5601225004
2021-01-15T16:00:00-08:00,1169.04,1294,1152.3,1227.14,422140.4074,603114.3170645004
2021-01-16T16:00:00-08:00,1227.76,1268.83,1165.78,1232.99,295103.61659,597972.1706530005
2021-01-17T16:00:00-08:00,1232.6,1261,1181.9,1258.48,287749.96178,597605.2479245005
2021-01-18T16:00:00-08:00,1258.55,1440,1252.01,1368.04,709703.01373,621168.3370045006
2021-01-19T16:00:00-08:00,1367.7,1408.5,1234.01,1376.88,596370.08611,640106.3275540005
2021-01-20T16:00:00-08:00,1377.15,1390,1081,1110.62,789194.35904,669663.0226830005
2021-01-21T16:00:00-08:00,1110.61,1275.99,1039.62,1233.6,758561.00996,689146.1064895005
2021-01-22T16:00:00-08:00,1233.42,1272,1196.74,1234.55,269855.03518,659701.6665685006
2021-01-23T16:00:00-08:00,1234.47,1401.92,1221.66,1394,434746.41955,626244.8416930006
2021-01-24T16:00:00-08:00,1394.04,1477.3,1293.65,1317.97,627535.54249,614696.8236935006
2021-01-25T16:00:00-08:00,1317.98,1378.12,1245,1367.98,484756.92109,597880.4233780005
2021-01-26T16:00:00-08:00,1367.97,1375.91,1206.05,1240.96,546037.69126,592111.5055730005
2021-01-27T16:00:00-08:00,1240.62,1363.27,1220.08,1333.19,361803.18102,571130.3746895005
2021-01-28T16:00:00-08:00,1333.61,1442.88,1286.56,1379.87,629545.84444,580901.5148755006
2021-01-29T16:00:00-08:00,1380.04,1408.97,1327,1380,283799.51705,561586.3103445006
2021-01-30T16:00:00-08:00,1380,1382,1283,1313.94,216853.0635,494618.10891950055
2021-01-31T16:00:00-08:00,1313.95,1378.02,1271.31,1374.6,282549.60075,475926.7530655005
2021-02-01T16:00:00-08:00,1374.55,1549,1360.27,1513.67,596570.37175,480509.24221250054
2021-02-02T16:00:00-08:00,1513.85,1672.21,1509.48,1668.72,492422.65165,483207.0095910005
2021-02-03T16:00:00-08:00,1668.71,1699,1556,1597.55,531943.14228,480862.0718310005
2021-02-04T16:00:00-08:00,1597.34,1763.93,1589.17,1721.06,414535.85133,480481.8440275004
2021-02-05T16:00:00-08:00,1721.06,1745.25,1646.7,1679.77,330440.91048,482248.70872200036
